[Header Info Signal 1 COLT 3.0]
"champor_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  17:51    ,210420_Ring21_liq_sync.M,7
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",254378,16.378,0.00
"nonanal EIC",412803,16.297,0.00
"RI_1118_unknown TIC",711221,16.505,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",597872,16.505,0.00
"thujone_a EIC",22608,16.481,0.00
"thujone_b TIC",755204,16.656,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",105711,17.680,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",53101,17.969,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",202792,17.968,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",2341286,18.993,0.00
"RI_1302_unknown TIC",1069947,19.337,0.00
"RI_1312_unknown TIC",0,0.000,0.00
"1-Bromo-Decane TIC",236339,20.126,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",56664,20.516,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",7157,20.934,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",83166,21.396,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",15577,21.398,0.00
"RI_1504_unknown_sesquiterpene TIC",669607,22.059,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",131856,22.162,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",84699,22.231,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",4551712,22.508,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",843876,22.640,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"cymene_p_std_40_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
27 Apr 2021   3:55    ,210420_Ring21_liq_sync.M,11
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"cymene_p_std_40_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
27 Apr 2021   3:55    ,210420_Ring21_liq_sync.M,11
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",73873,13.306,0.00
"pinene_a SIM",76704,13.308,0.00
"RI_960_unknown_monoterpene TIC",16377,13.704,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",23911,13.704,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",697048,13.926,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",139502,14.473,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",166282,14.473,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",208262,14.583,0.00
"methyldecane_2 EIC",41225,14.585,0.00
"RI_1019_unknown_monoterpene TIC",48963,14.741,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",-3118629,15.004,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",269777663,15.004,0.00
"cymene_p EIC",115901352,15.004,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",176418,15.107,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1696554,15.598,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",990075,15.601,0.00
"sabinene_hydrate_E TIC",2353611,15.817,0.00
"sabinene_hydrate_E EIC",120702,15.818,0.00
"sabinene_hydrate_E SIM",1574001,15.601,0.00
"acetophenone TIC",255274,15.894,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",4272684,16.296,0.00
"nonanal EIC",612030,16.295,0.00
"RI_1118_unknown TIC",514212,16.500,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",572689,16.500,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",644549,16.653,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",363698,17.672,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",215956,17.941,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",263011,17.941,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",6062122,18.975,0.00
"RI_1302_unknown TIC",2518946,19.308,0.00
"RI_1312_unknown TIC",571042,19.504,0.00
"1-Bromo-Decane TIC",549727,20.092,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",115305,20.481,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",53601,20.850,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",108128,21.381,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",1056605,22.040,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",141573,22.212,0.00
"RI_1514_unknown EIC",779872,22.258,0.00
"RI_1520_unknown_sesquiterpene TIC",3543446,22.266,0.00
"RI_1520_unknown_sesquiterpene EIC",8589,22.250,0.00
"RI_1520_unknown_sesquiterpene SIM",73505,22.260,0.00
"RI_1536_unknown TIC",6652928,22.486,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",1959459,22.616,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"cymene_p_std_40_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
27 Apr 2021   4:35    ,210420_Ring21_liq_sync.M,11
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"cymene_p_std_40_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
27 Apr 2021   4:35    ,210420_Ring21_liq_sync.M,11
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",93427,13.303,0.00
"pinene_a SIM",79489,13.309,0.00
"RI_960_unknown_monoterpene TIC",25250,13.707,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",51052,13.707,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",370112,13.926,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",10867,14.091,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",0,0.000,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",60485,14.595,0.00
"methyldecane_2 TIC",166310,14.584,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",60955,14.743,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",-8398436,15.004,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",266733069,15.004,0.00
"cymene_p EIC",115401351,15.005,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",148902,15.108,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1554267,15.602,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",762548,15.604,0.00
"sabinene_hydrate_E TIC",2306106,15.817,0.00
"sabinene_hydrate_E EIC",152733,15.820,0.00
"sabinene_hydrate_E SIM",1868691,15.605,0.00
"acetophenone TIC",221172,15.894,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",243568,16.377,0.00
"nonanal EIC",603549,16.296,0.00
"RI_1118_unknown TIC",533084,16.499,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",470248,16.500,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",755179,16.655,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",195934,17.676,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",164019,17.941,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",169924,17.941,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",5392754,18.981,0.00
"RI_1302_unknown TIC",1574600,19.318,0.00
"RI_1312_unknown TIC",356160,19.522,0.00
"1-Bromo-Decane TIC",308176,20.110,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",14917,20.893,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",94609,21.384,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",894083,22.051,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",271245,22.159,0.00
"RI_1514_unknown EIC",30742,22.291,0.00
"RI_1520_unknown_sesquiterpene TIC",143626,22.221,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",7019,22.360,0.00
"RI_1536_unknown TIC",6223967,22.498,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",1439010,22.628,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"cymene_p_std_60_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
27 Apr 2021   5:17    ,210420_Ring21_liq_sync.M,12
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"cymene_p_std_60_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
27 Apr 2021   5:17    ,210420_Ring21_liq_sync.M,12
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",33374,13.309,0.00
"pinene_a SIM",28787,13.308,0.00
"RI_960_unknown_monoterpene TIC",0,0.000,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",27273,13.699,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",382954,13.928,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",36048,14.466,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",93867,14.578,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",0,0.000,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",9064704,15.005,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",362127269,15.005,0.00
"cymene_p EIC",155614597,15.005,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",215352,15.103,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1383442,15.597,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",882731,15.599,0.00
"sabinene_hydrate_E TIC",1437859,15.813,0.00
"sabinene_hydrate_E EIC",78791,15.820,0.00
"sabinene_hydrate_E SIM",1486711,15.599,0.00
"acetophenone TIC",1594380,15.812,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",264481,16.377,0.00
"nonanal EIC",256029,16.296,0.00
"RI_1118_unknown TIC",678964,16.497,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",804230,16.497,0.00
"thujone_a EIC",22017,16.492,0.00
"thujone_b TIC",800503,16.654,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",168891,17.673,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",193108,17.940,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",329636,17.938,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",0,0.000,0.00
"RI_1302_unknown TIC",601749,19.378,0.00
"RI_1312_unknown TIC",961537,19.378,0.00
"1-Bromo-Decane TIC",62719,20.161,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",86467,20.161,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",99240,20.872,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",26466,21.321,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",-57623,22.120,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",2266148,22.120,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",848367,22.311,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",5485,22.333,0.00
"RI_1536_unknown TIC",561118,22.521,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",403354,22.657,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"cymene_p_std_60_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
27 Apr 2021   5:57    ,210420_Ring21_liq_sync.M,12
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"cymene_p_std_60_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
27 Apr 2021   5:57    ,210420_Ring21_liq_sync.M,12
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",29142,13.306,0.00
"pinene_a SIM",28943,13.308,0.00
"RI_960_unknown_monoterpene TIC",0,0.000,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",50712,13.700,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",296865,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",14462,14.197,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",14141,14.197,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",11438,14.468,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",86773,14.589,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",32478,14.788,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",-21763930,15.006,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",344280097,15.006,0.00
"cymene_p EIC",148278979,15.006,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",238100,15.106,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1476073,15.600,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",902451,15.603,0.00
"sabinene_hydrate_E TIC",1402923,15.815,0.00
"sabinene_hydrate_E EIC",62813,15.822,0.00
"sabinene_hydrate_E SIM",1614183,15.604,0.00
"acetophenone TIC",1503160,15.815,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",182264,16.381,0.00
"nonanal EIC",211319,16.298,0.00
"RI_1118_unknown TIC",774779,16.496,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",685212,16.496,0.00
"thujone_a EIC",21505,16.492,0.00
"thujone_b TIC",933803,16.655,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",136794,17.675,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",47245,17.952,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",208707,17.952,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",112853,18.982,0.00
"RI_1302_unknown TIC",0,0.000,0.00
"RI_1312_unknown TIC",628151,19.469,0.00
"1-Bromo-Decane TIC",207415,20.137,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",1212423,22.022,0.00
"RI_1504_unknown_sesquiterpene EIC",23775,21.974,0.00
"RI_1504_unknown_sesquiterpene SIM",27740,21.983,0.00
"RI_1514_unknown TIC",145730,22.143,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",11172,22.210,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",276113,22.438,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",616451,22.589,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"cymene_p_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
27 Apr 2021   6:38    ,210420_Ring21_liq_sync.M,13
"sample"," "," ","GC MSD"
" "
